year,state,AverageTemperature
1998,Alabama,18.786833333333334
1998,Alaska,-3.063
1998,Arizona,15.258083333333333
1998,Arkansas,17.487916666666667
1998,California,13.905583333333333
1998,Colorado,7.808333333333334
1998,Connecticut,11.117166666666668
1998,Delaware,13.890333333333336
1998,District Of Columbia,14.073583333333334
1998,Florida,22.955250000000003
1998,Georgia (State),19.158333333333335
1998,Hawaii,22.571250000000003
1998,Idaho,6.432166666666666
1998,Illinois,13.229833333333334
1998,Indiana,13.242583333333334
1998,Iowa,11.053833333333332
1998,Kansas,13.785750000000002
1998,Kentucky,14.897916666666667
1998,Louisiana,20.643416666666667
1998,Maine,6.562083333333333
1998,Maryland,14.175666666666666
1998,Massachusetts,9.84825
1998,Michigan,9.387
1998,Minnesota,7.432416666666666
1998,Mississippi,19.27508333333333
1998,Missouri,14.31075
1998,Montana,6.696583333333334
1998,Nebraska,10.608
1998,Nevada,9.609583333333333
1998,New Hampshire,8.020750000000001
1998,New Jersey,12.785000000000002
1998,New Mexico,12.577416666666666
1998,New York,9.686416666666668
1998,North Carolina,16.435666666666666
1998,North Dakota,6.509083333333334
1998,Ohio,12.644083333333334
1998,Oklahoma,17.06383333333333
1998,Oregon,8.897083333333333
1998,Pennsylvania,11.472416666666668
1998,Rhode Island,11.054333333333334
1998,South Carolina,18.638749999999998
1998,South Dakota,8.929083333333333
1998,Tennessee,15.936083333333334
1998,Texas,19.608166666666666
1998,Utah,8.716416666666666
1998,Vermont,7.861249999999999
1998,Virginia,14.636333333333333
1998,Washington,9.123
1998,West Virginia,12.893083333333335
1998,Wisconsin,8.905333333333333
1998,Wyoming,6.0447500000000005
1999,Alabama,18.271083333333333
1999,Alaska,-5.627833333333332
1999,Arizona,16.000249999999998
1999,Arkansas,17.021
1999,California,14.53525
1999,Colorado,8.016166666666667
1999,Connecticut,10.844666666666667
1999,Delaware,13.329
1999,District Of Columbia,13.189
1999,Florida,22.27191666666667
1999,Georgia (State),18.502916666666668
1999,Hawaii,22.557083333333335
1999,Idaho,6.087
1999,Illinois,12.334166666666667
1999,Indiana,12.305
1999,Iowa,10.417416666666666
1999,Kansas,13.613916666666668
1999,Kentucky,14.328250000000002
1999,Louisiana,20.251833333333334
1999,Maine,6.7485
1999,Maryland,13.406333333333334
1999,Massachusetts,9.567333333333334
1999,Michigan,8.352500000000001
1999,Minnesota,6.781333333333333
1999,Mississippi,18.82766666666667
1999,Missouri,13.866166666666667
1999,Montana,6.798749999999999
1999,Nebraska,10.801666666666668
1999,Nevada,10.326416666666669
1999,New Hampshire,7.667916666666667
1999,New Jersey,12.170250000000001
1999,New Mexico,12.6245
1999,New York,8.915083333333333
1999,North Carolina,15.809583333333334
1999,North Dakota,6.4188333333333345
1999,Ohio,11.731250000000001
1999,Oklahoma,16.691583333333334
1999,Oregon,8.541
1999,Pennsylvania,10.545833333333333
1999,Rhode Island,10.823083333333335
1999,South Carolina,17.95275
1999,South Dakota,9.10275
1999,Tennessee,15.42075
1999,Texas,19.383166666666664
1999,Utah,9.225583333333333
1999,Vermont,7.423416666666667
1999,Virginia,13.973166666666666
1999,Washington,8.242666666666667
1999,West Virginia,12.18875
1999,Wisconsin,7.84
1999,Wyoming,6.413333333333334
2000,Alabama,17.911333333333335
2000,Alaska,-3.30175
2000,Arizona,16.510250000000003
2000,Arkansas,16.362583333333333
2000,California,15.019333333333334
2000,Colorado,8.204833333333333
2000,Connecticut,9.581
2000,Delaware,12.347583333333333
2000,District Of Columbia,12.27775
2000,Florida,21.951999999999998
2000,Georgia (State),17.920666666666666
2000,Hawaii,22.9415
2000,Idaho,6.239
2000,Illinois,11.582916666666668
2000,Indiana,11.415916666666668
2000,Iowa,9.809666666666667
2000,Kansas,13.343583333333333
2000,Kentucky,13.479500000000002
2000,Louisiana,19.91325
2000,Maine,5.210583333333333
2000,Maryland,12.513333333333334
2000,Massachusetts,8.28675
2000,Michigan,7.579833333333333
2000,Minnesota,5.710249999999999
2000,Mississippi,18.429333333333332
2000,Missouri,13.19675
2000,Montana,5.835833333333333
2000,Nebraska,10.194666666666667
2000,Nevada,10.847500000000002
2000,New Hampshire,6.291
2000,New Jersey,11.076500000000001
2000,New Mexico,13.07575
2000,New York,7.737916666666667
2000,North Carolina,15.099916666666667
2000,North Dakota,5.364249999999999
2000,Ohio,10.875333333333336
2000,Oklahoma,16.142583333333334
2000,Oregon,8.677999999999999
2000,Pennsylvania,9.674833333333334
2000,Rhode Island,9.552916666666667
2000,South Carolina,17.322833333333335
2000,South Dakota,8.096166666666667
2000,Tennessee,14.701333333333336
2000,Texas,19.238
2000,Utah,9.761166666666666
2000,Vermont,6.032416666666666
2000,Virginia,13.203583333333334
2000,Washington,7.859916666666667
2000,West Virginia,11.466083333333335
2000,Wisconsin,7.023666666666667
2000,Wyoming,6.0879166666666675
2001,Alabama,17.67775
2001,Alaska,-3.727833333333333
2001,Arizona,16.257749999999998
2001,Arkansas,16.5075
2001,California,15.17125
2001,Colorado,8.142916666666666
2001,Connecticut,10.547333333333334
2001,Delaware,13.098
2001,District Of Columbia,12.993583333333333
2001,Florida,22.157083333333333
2001,Georgia (State),18.229166666666668
2001,Hawaii,23.06425
2001,Idaho,6.429333333333333
2001,Illinois,12.222416666666666
2001,Indiana,12.26525
2001,Iowa,10.06375
2001,Kansas,13.535666666666666
2001,Kentucky,14.018666666666666
2001,Louisiana,19.625083333333333
2001,Maine,6.133166666666667
2001,Maryland,13.182666666666668
2001,Massachusetts,9.195916666666667
2001,Michigan,8.524333333333333
2001,Minnesota,6.377
2001,Mississippi,18.16225
2001,Missouri,13.57725
2001,Montana,6.581
2001,Nebraska,10.420250000000001
2001,Nevada,10.878166666666667
2001,New Hampshire,7.272750000000001
2001,New Jersey,11.940083333333334
2001,New Mexico,12.7415
2001,New York,8.922833333333333
2001,North Carolina,15.64925
2001,North Dakota,5.998000000000001
2001,Ohio,11.732666666666667
2001,Oklahoma,16.41058333333333
2001,Oregon,8.882666666666667
2001,Pennsylvania,10.52375
2001,Rhode Island,10.501416666666666
2001,South Carolina,17.894583333333333
2001,South Dakota,8.419749999999999
2001,Tennessee,14.884833333333333
2001,Texas,18.82975
2001,Utah,9.655916666666666
2001,Vermont,7.117583333333333
2001,Virginia,13.741166666666667
2001,Washington,8.284
2001,West Virginia,12.024333333333333
2001,Wisconsin,7.817916666666666
2001,Wyoming,6.4318333333333335
2002,Alabama,18.022166666666667
2002,Alaska,-2.2389166666666664
2002,Arizona,16.256416666666667
2002,Arkansas,16.198583333333335
2002,California,15.037583333333332
2002,Colorado,7.720916666666667
2002,Connecticut,10.722916666666668
2002,Delaware,13.62675
2002,District Of Columbia,13.463583333333334
2002,Florida,22.43116666666667
2002,Georgia (State),18.52416666666667
2002,Hawaii,23.105583333333332
2002,Idaho,5.7764999999999995
2002,Illinois,12.111083333333333
2002,Indiana,12.251333333333333
2002,Iowa,10.084166666666667
2002,Kansas,13.167416666666666
2002,Kentucky,14.203083333333332
2002,Louisiana,19.665916666666668
2002,Maine,5.629833333333333
2002,Maryland,13.725499999999998
2002,Massachusetts,9.300166666666668
2002,Michigan,7.954833333333333
2002,Minnesota,5.822416666666666
2002,Mississippi,18.352333333333334
2002,Missouri,13.360583333333333
2002,Montana,5.324583333333334
2002,Nebraska,10.257666666666667
2002,Nevada,10.498083333333332
2002,New Hampshire,7.188916666666667
2002,New Jersey,12.355833333333335
2002,New Mexico,12.638166666666669
2002,New York,8.904416666666666
2002,North Carolina,16.012416666666667
2002,North Dakota,5.363166666666667
2002,Ohio,11.849166666666667
2002,Oklahoma,15.671083333333334
2002,Oregon,8.806166666666668
2002,Pennsylvania,10.73825
2002,Rhode Island,10.671333333333335
2002,South Carolina,18.146
2002,South Dakota,8.265666666666666
2002,Tennessee,15.105916666666667
2002,Texas,18.504166666666666
2002,Utah,9.074166666666667
2002,Vermont,7.013333333333333
2002,Virginia,14.165583333333332
2002,Washington,8.28875
2002,West Virginia,12.365499999999999
2002,Wisconsin,7.421666666666667
2002,Wyoming,5.415083333333333
2003,Alabama,17.513166666666667
2003,Alaska,-2.8044999999999995
2003,Arizona,16.676166666666667
2003,Arkansas,16.045333333333335
2003,California,15.391416666666666
2003,Colorado,8.253666666666666
2003,Connecticut,9.429833333333333
2003,Delaware,12.114833333333335
2003,District Of Columbia,12.072750000000001
2003,Florida,22.178916666666666
2003,Georgia (State),17.96516666666667
2003,Hawaii,23.26091666666667
2003,Idaho,7.068083333333334
2003,Illinois,11.293416666666667
2003,Indiana,11.151833333333334
2003,Iowa,9.453333333333335
2003,Kansas,13.074833333333332
2003,Kentucky,13.300583333333334
2003,Louisiana,19.514083333333332
2003,Maine,4.91275
2003,Maryland,12.356916666666665
2003,Massachusetts,8.068333333333333
2003,Michigan,6.96275
2003,Minnesota,5.585583333333332
2003,Mississippi,17.948583333333335
2003,Missouri,12.883666666666668
2003,Montana,6.4174999999999995
2003,Nebraska,10.194916666666666
2003,Nevada,11.274916666666668
2003,New Hampshire,6.101916666666668
2003,New Jersey,10.893916666666668
2003,New Mexico,13.230416666666668
2003,New York,7.595416666666669
2003,North Carolina,15.271500000000001
2003,North Dakota,5.285416666666667
2003,Ohio,10.582416666666667
2003,Oklahoma,15.935583333333334
2003,Oregon,9.56425
2003,Pennsylvania,9.424916666666666
2003,Rhode Island,9.391583333333333
2003,South Carolina,17.39375
2003,South Dakota,8.169583333333334
2003,Tennessee,14.431
2003,Texas,18.75575
2003,Utah,10.029916666666667
2003,Vermont,5.9025
2003,Virginia,13.208833333333333
2003,Washington,9.032333333333334
2003,West Virginia,11.358916666666667
2003,Wisconsin,6.639833333333335
2003,Wyoming,6.36075
2004,Alabama,17.8385
2004,Alaska,-2.7365833333333334
2004,Arizona,15.83975
2004,Arkansas,16.4005
2004,California,15.06875
2004,Colorado,7.617416666666667
2004,Connecticut,9.707416666666669
2004,Delaware,12.723583333333332
2004,District Of Columbia,12.786583333333333
2004,Florida,22.14091666666667
2004,Georgia (State),18.273416666666666
2004,Hawaii,23.434833333333334
2004,Idaho,6.38675
2004,Illinois,11.761416666666667
2004,Indiana,11.772916666666667
2004,Iowa,9.748083333333334
2004,Kansas,13.0685
2004,Kentucky,13.88375
2004,Louisiana,19.88525
2004,Maine,4.840416666666667
2004,Maryland,12.989333333333335
2004,Massachusetts,8.336166666666665
2004,Michigan,7.267166666666667
2004,Minnesota,5.402833333333334
2004,Mississippi,18.332
2004,Missouri,13.109
2004,Montana,6.108499999999999
2004,Nebraska,10.177666666666667
2004,Nevada,10.456833333333334
2004,New Hampshire,6.262583333333333
2004,New Jersey,11.47525
2004,New Mexico,12.164333333333332
2004,New York,7.904
2004,North Carolina,15.621250000000002
2004,North Dakota,5.124833333333333
2004,Ohio,11.178083333333333
2004,Oklahoma,16.01925
2004,Oregon,9.285166666666667
2004,Pennsylvania,9.988166666666666
2004,Rhode Island,9.661000000000001
2004,South Carolina,17.7965
2004,South Dakota,8.273583333333335
2004,Tennessee,14.941333333333333
2004,Texas,18.58025
2004,Utah,8.988583333333333
2004,Vermont,6.0222500000000005
2004,Virginia,13.698
2004,Washington,9.111833333333333
2004,West Virginia,11.934
2004,Wisconsin,6.819
2004,Wyoming,6.000333333333334
2005,Alabama,17.85725
2005,Alaska,-2.80725
2005,Arizona,16.267083333333336
2005,Arkansas,16.873583333333332
2005,California,14.919666666666666
2005,Colorado,8.102083333333335
2005,Connecticut,10.121
2005,Delaware,12.74825
2005,District Of Columbia,12.818666666666667
2005,Florida,22.105500000000003
2005,Georgia (State),18.173916666666667
2005,Hawaii,23.255
2005,Idaho,6.06325
2005,Illinois,12.353583333333333
2005,Indiana,12.112666666666668
2005,Iowa,10.374833333333333
2005,Kansas,13.518666666666666
2005,Kentucky,14.095500000000001
2005,Louisiana,20.077
2005,Maine,5.657416666666666
2005,Maryland,12.995333333333335
2005,Massachusetts,8.811666666666666
2005,Michigan,8.096333333333334
2005,Minnesota,6.387083333333333
2005,Mississippi,18.477
2005,Missouri,13.791666666666666
2005,Montana,6.198999999999999
2005,Nebraska,10.653
2005,Nevada,10.35675
2005,New Hampshire,6.921166666666667
2005,New Jersey,11.641916666666667
2005,New Mexico,12.798250000000001
2005,New York,8.511666666666668
2005,North Carolina,15.660583333333335
2005,North Dakota,6.0955
2005,Ohio,11.396666666666667
2005,Oklahoma,16.355
2005,Oregon,8.84
2005,Pennsylvania,10.218000000000002
2005,Rhode Island,10.071083333333332
2005,South Carolina,17.73
2005,South Dakota,8.820166666666667
2005,Tennessee,15.0775
2005,Texas,18.954583333333336
2005,Utah,9.326666666666666
2005,Vermont,6.792916666666667
2005,Virginia,13.688249999999998
2005,Washington,8.531749999999999
2005,West Virginia,11.980416666666668
2005,Wisconsin,7.6615
2005,Wyoming,6.2268333333333326
2006,Alabama,18.29575
2006,Alaska,-4.1160000000000005
2006,Arizona,16.220166666666668
2006,Arkansas,16.949
2006,California,14.945416666666667
2006,Colorado,7.9735000000000005
2006,Connecticut,11.025416666666667
2006,Delaware,13.668333333333335
2006,District Of Columbia,13.588583333333332
2006,Florida,22.392
2006,Georgia (State),18.6015
2006,Hawaii,23.03441666666667
2006,Idaho,6.43225
2006,Illinois,12.576833333333333
2006,Indiana,12.418750000000001
2006,Iowa,10.797833333333331
2006,Kansas,14.070916666666667
2006,Kentucky,14.110750000000001
2006,Louisiana,20.227833333333333
2006,Maine,6.803
2006,Maryland,13.737083333333333
2006,Massachusetts,9.739083333333333
2006,Michigan,8.637333333333332
2006,Minnesota,7.095833333333334
2006,Mississippi,18.774166666666666
2006,Missouri,14.110750000000001
2006,Montana,6.911416666666667
2006,Nebraska,10.915416666666667
2006,Nevada,10.466416666666667
2006,New Hampshire,7.893750000000001
2006,New Jersey,12.519916666666667
2006,New Mexico,12.83475
2006,New York,9.28575
2006,North Carolina,15.863583333333333
2006,North Dakota,6.914166666666667
2006,Ohio,11.903166666666666
2006,Oklahoma,17.10775
2006,Oregon,8.960333333333333
2006,Pennsylvania,10.9315
2006,Rhode Island,10.989166666666668
2006,South Carolina,18.011666666666667
2006,South Dakota,9.299999999999999
2006,Tennessee,15.16925
2006,Texas,19.589583333333334
2006,Utah,9.240666666666668
2006,Vermont,7.6827499999999995
2006,Virginia,14.07575
2006,Washington,8.675333333333333
2006,West Virginia,12.230416666666668
2006,Wisconsin,8.152083333333334
2006,Wyoming,6.427583333333334
2007,Alabama,18.423333333333332
2007,Alaska,-3.2524166666666665
2007,Arizona,16.443333333333335
2007,Arkansas,16.83366666666667
2007,California,15.062416666666666
2007,Colorado,7.827916666666667
2007,Connecticut,10.097666666666667
2007,Delaware,13.013
2007,District Of Columbia,13.133416666666667
2007,Florida,22.588083333333334
2007,Georgia (State),18.752333333333336
2007,Hawaii,23.001333333333335
2007,Idaho,6.739416666666667
2007,Illinois,12.372166666666667
2007,Indiana,12.359416666666666
2007,Iowa,10.009666666666666
2007,Kansas,13.084083333333334
2007,Kentucky,14.567750000000002
2007,Louisiana,20.021
2007,Maine,5.080583333333333
2007,Maryland,13.330833333333333
2007,Massachusetts,8.638416666666666
2007,Michigan,8.095666666666668
2007,Minnesota,5.993833333333334
2007,Mississippi,18.85108333333333
2007,Missouri,13.760333333333334
2007,Montana,6.726916666666667
2007,Nebraska,10.297833333333333
2007,Nevada,10.845333333333334
2007,New Hampshire,6.445833333333333
2007,New Jersey,11.736083333333333
2007,New Mexico,12.487
2007,New York,8.206416666666668
2007,North Carolina,16.217916666666667
2007,North Dakota,5.769916666666667
2007,Ohio,11.647
2007,Oklahoma,15.931333333333335
2007,Oregon,8.895833333333334
2007,Pennsylvania,10.247333333333334
2007,Rhode Island,10.050916666666668
2007,South Carolina,18.379166666666666
2007,South Dakota,8.565
2007,Tennessee,15.723
2007,Texas,18.33758333333333
2007,Utah,9.664333333333333
2007,Vermont,6.234333333333333
2007,Virginia,14.174333333333335
2007,Washington,8.302416666666666
2007,West Virginia,12.28025
2007,Wisconsin,7.489916666666667
2007,Wyoming,6.510583333333333
2008,Alabama,17.5695
2008,Alaska,-4.864083333333333
2008,Arizona,15.916333333333334
2008,Arkansas,15.76175
2008,California,15.071166666666665
2008,Colorado,7.088583333333333
2008,Connecticut,10.3285
2008,Delaware,13.05175
2008,District Of Columbia,12.764000000000001
2008,Florida,22.106583333333333
2008,Georgia (State),18.050333333333334
2008,Hawaii,22.753416666666666
2008,Idaho,5.509333333333333
2008,Illinois,10.841916666666668
2008,Indiana,11.100166666666667
2008,Iowa,8.356083333333332
2008,Kansas,12.262916666666667
2008,Kentucky,13.284500000000001
2008,Louisiana,19.620833333333334
2008,Maine,5.562
2008,Maryland,13.064666666666668
2008,Massachusetts,8.8485
2008,Michigan,7.026166666666668
2008,Minnesota,4.368499999999999
2008,Mississippi,17.981166666666667
2008,Missouri,12.262916666666667
2008,Montana,5.283
2008,Nebraska,9.005916666666666
2008,Nevada,10.222166666666668
2008,New Hampshire,6.828666666666667
2008,New Jersey,11.761583333333334
2008,New Mexico,12.206499999999998
2008,New York,8.29275
2008,North Carolina,15.533333333333333
2008,North Dakota,4.399083333333334
2008,Ohio,10.764833333333334
2008,Oklahoma,15.637416666666669
2008,Oregon,8.315166666666666
2008,Pennsylvania,9.896333333333333
2008,Rhode Island,10.28175
2008,South Carolina,17.67716666666667
2008,South Dakota,6.952249999999999
2008,Tennessee,14.4525
2008,Texas,18.712
2008,Utah,8.630916666666666
2008,Vermont,6.623
2008,Virginia,13.577833333333333
2008,Washington,7.6859166666666665
2008,West Virginia,11.478416666666668
2008,Wisconsin,5.903583333333334
2008,Wyoming,5.06675
2009,Alabama,17.606833333333334
2009,Alaska,-3.9795
2009,Arizona,16.1885
2009,Arkansas,15.812249999999999
2009,California,15.004249999999999
2009,Colorado,7.219166666666667
2009,Connecticut,9.74425
2009,Delaware,12.540583333333332
2009,District Of Columbia,12.437666666666667
2009,Florida,22.291583333333335
2009,Georgia (State),18.035083333333333
2009,Hawaii,22.8195
2009,Idaho,5.66425
2009,Illinois,11.13
2009,Indiana,11.207583333333334
2009,Iowa,8.796583333333334
2009,Kansas,12.294000000000002
2009,Kentucky,13.32625
2009,Louisiana,19.734666666666666
2009,Maine,5.165666666666667
2009,Maryland,12.711916666666667
2009,Massachusetts,8.3775
2009,Michigan,6.8675
2009,Minnesota,4.767166666666666
2009,Mississippi,18.131583333333335
2009,Missouri,12.5615
2009,Montana,5.145416666666667
2009,Nebraska,8.941583333333334
2009,Nevada,10.204500000000001
2009,New Hampshire,6.359916666666666
2009,New Jersey,11.255583333333334
2009,New Mexico,12.502666666666665
2009,New York,7.88375
2009,North Carolina,15.304916666666665
2009,North Dakota,3.9950833333333335
2009,Ohio,10.731416666666668
2009,Oklahoma,15.568583333333335
2009,Oregon,8.559083333333334
2009,Pennsylvania,9.65075
2009,Rhode Island,9.704749999999999
2009,South Carolina,17.515833333333333
2009,South Dakota,6.7669999999999995
2009,Tennessee,14.437166666666668
2009,Texas,18.832583333333336
2009,Utah,8.830083333333333
2009,Vermont,6.1935
2009,Virginia,13.268916666666668
2009,Washington,8.047583333333334
2009,West Virginia,11.411083333333336
2009,Wisconsin,6.204666666666665
2009,Wyoming,5.199916666666667
2010,Alabama,17.460583333333336
2010,Alaska,-3.454916666666667
2010,Arizona,15.798
2010,Arkansas,16.471416666666666
2010,California,14.408166666666666
2010,Colorado,7.758666666666667
2010,Connecticut,11.057416666666667
2010,Delaware,13.313333333333333
2010,District Of Columbia,13.280833333333334
2010,Florida,21.28066666666667
2010,Georgia (State),17.7615
2010,Hawaii,22.761833333333332
2010,Idaho,5.920166666666667
2010,Illinois,12.002250000000002
2010,Indiana,11.990833333333335
2010,Iowa,9.645416666666668
2010,Kansas,13.231000000000002
2010,Kentucky,13.70375
2010,Louisiana,19.47791666666667
2010,Maine,7.181166666666666
2010,Maryland,13.38125
2010,Massachusetts,9.826916666666667
2010,Michigan,8.663583333333333
2010,Minnesota,6.282333333333334
2010,Mississippi,18.07575
2010,Missouri,13.2585
2010,Montana,5.426750000000001
2010,Nebraska,9.924999999999999
2010,Nevada,10.032833333333334
2010,New Hampshire,8.019
2010,New Jersey,12.267416666666668
2010,New Mexico,12.45225
2010,New York,9.141583333333335
2010,North Carolina,15.355416666666665
2010,North Dakota,5.25875
2010,Ohio,11.398583333333335
2010,Oklahoma,16.08491666666667
2010,Oregon,8.574583333333333
2010,Pennsylvania,10.5745
2010,Rhode Island,11.031416666666667
2010,South Carolina,17.402583333333336
2010,South Dakota,7.677666666666667
2010,Tennessee,14.685250000000002
2010,Texas,18.498583333333332
2010,Utah,8.804166666666667
2010,Vermont,7.777666666666666
2010,Virginia,13.658500000000002
2010,Washington,8.442166666666667
2010,West Virginia,11.723166666666666
2010,Wisconsin,7.86925
2010,Wyoming,5.7564166666666665
2011,Alabama,18.12425
2011,Alaska,-3.793416666666667
2011,Arizona,15.774000000000001
2011,Arkansas,16.866083333333332
2011,California,14.265749999999999
2011,Colorado,7.39225
2011,Connecticut,10.831166666666666
2011,Delaware,13.689666666666668
2011,District Of Columbia,13.557250000000002
2011,Florida,22.595916666666668
2011,Georgia (State),18.724
2011,Hawaii,22.85275
2011,Idaho,5.425666666666667
2011,Illinois,12.111833333333335
2011,Indiana,12.17525
2011,Iowa,9.723083333333333
2011,Kansas,13.196166666666665
2011,Kentucky,14.21475
2011,Louisiana,20.209666666666667
2011,Maine,6.225666666666666
2011,Maryland,13.792333333333334
2011,Massachusetts,9.419583333333334
2011,Michigan,7.833083333333334
2011,Minnesota,5.835416666666666
2011,Mississippi,18.590333333333334
2011,Missouri,13.496916666666666
2011,Montana,5.400166666666667
2011,Nebraska,9.630583333333332
2011,Nevada,9.771083333333333
2011,New Hampshire,7.4744166666666665
2011,New Jersey,12.397333333333334
2011,New Mexico,12.734
2011,New York,9.007583333333335
2011,North Carolina,16.119333333333334
2011,North Dakota,5.16125
2011,Ohio,11.716999999999999
2011,Oklahoma,16.89625
2011,Oregon,8.077583333333333
2011,Pennsylvania,10.735916666666668
2011,Rhode Island,10.78425
2011,South Carolina,18.296916666666664
2011,South Dakota,7.470083333333334
2011,Tennessee,15.237250000000001
2011,Texas,19.718083333333333
2011,Utah,8.436666666666667
2011,Vermont,7.3267500000000005
2011,Virginia,14.29175
2011,Washington,7.6193333333333335
2011,West Virginia,12.429333333333334
2011,Wisconsin,7.191166666666668
2011,Wyoming,5.31225
2012,Alabama,18.734916666666667
2012,Alaska,-5.280666666666668
2012,Arizona,16.752416666666665
2012,Arkansas,17.826
2012,California,15.3585
2012,Colorado,8.991999999999999
2012,Connecticut,11.633416666666667
2012,Delaware,14.090166666666667
2012,District Of Columbia,13.996583333333334
2012,Florida,22.680833333333336
2012,Georgia (State),19.090833333333332
2012,Hawaii,22.652083333333334
2012,Idaho,6.9558333333333335
2012,Illinois,13.52375
2012,Indiana,13.319416666666667
2012,Iowa,11.741999999999999
2012,Kansas,14.837083333333334
2012,Kentucky,15.027583333333334
2012,Louisiana,20.766166666666667
2012,Maine,6.8135
2012,Maryland,14.189083333333334
2012,Massachusetts,10.316083333333335
2012,Michigan,9.345500000000001
2012,Minnesota,7.553583333333333
2012,Mississippi,19.267666666666667
2012,Missouri,15.087000000000002
2012,Montana,6.998833333333334
2012,Nebraska,11.819333333333333
2012,Nevada,11.319666666666668
2012,New Hampshire,8.322833333333334
2012,New Jersey,12.956583333333333
2012,New Mexico,13.482833333333334
2012,New York,9.91475
2012,North Carolina,16.320166666666665
2012,North Dakota,7.05875
2012,Ohio,12.625583333333333
2012,Oklahoma,17.6785
2012,Oregon,9.030083333333334
2012,Pennsylvania,11.4795
2012,Rhode Island,11.586416666666667
2012,South Carolina,18.55425
2012,South Dakota,9.90775
2012,Tennessee,16.014166666666668
2012,Texas,19.926416666666665
2012,Utah,10.248583333333334
2012,Vermont,8.153166666666666
2012,Virginia,14.564166666666667
2012,Washington,8.477916666666667
2012,West Virginia,12.877
2012,Wisconsin,8.959166666666667
2012,Wyoming,7.306166666666667
2013,Alabama,18.956555555555557
2013,Alaska,-2.0603750000000005
2013,Arizona,17.813222222222223
2013,Arkansas,17.50611111111111
2013,California,16.845444444444446
2013,Colorado,9.40311111111111
2013,Connecticut,11.59688888888889
2013,Delaware,14.044
2013,District Of Columbia,14.187666666666667
2013,Florida,23.033666666666665
2013,Georgia (State),19.358
2013,Hawaii,22.522375
2013,Idaho,8.539222222222222
2013,Illinois,13.009
2013,Indiana,13.058444444444445
2013,Iowa,11.112111111111112
2013,Kansas,14.634666666666668
2013,Kentucky,14.939555555555557
2013,Louisiana,20.962666666666664
2013,Maine,7.505222222222222
2013,Maryland,14.267777777777777
2013,Massachusetts,10.525555555555556
2013,Michigan,8.731111111111112
2013,Minnesota,6.845444444444444
2013,Mississippi,19.443666666666665
2013,Missouri,14.410777777777778
2013,Montana,8.457555555555555
2013,Nebraska,11.807
2013,Nevada,12.633000000000001
2013,New Hampshire,8.774222222222223
2013,New Jersey,13.037777777777778
2013,New Mexico,14.26388888888889
2013,New York,9.914111111111112
2013,North Carolina,16.544
2013,North Dakota,6.933888888888889
2013,Ohio,12.581333333333333
2013,Oklahoma,17.52466666666667
2013,Oregon,10.763555555555556
2013,Pennsylvania,11.543222222222223
2013,Rhode Island,11.569111111111111
2013,South Carolina,18.735666666666667
2013,South Dakota,9.773
2013,Tennessee,15.911888888888889
2013,Texas,20.42522222222222
2013,Utah,10.98488888888889
2013,Vermont,8.497222222222222
2013,Virginia,14.731555555555556
2013,Washington,10.571777777777777
2013,West Virginia,13.029444444444444
2013,Wisconsin,8.085333333333333
2013,Wyoming,8.041111111111112
